School_Code:SC_CAT_NC_BP:Town:SC_CAT_NC_BR:SC_CAT_NC_BS:SC_CAT_NC_BT:SC_CAT_NC_BU:SC_V_NC_BV:SC_V_NC_BX:SC_V_NC_BY:SC_V_NC_BZ:SC_V_NC_CA:SC_V_NC_CB:SC_V_NC_CC:SC_V_NC_CD:SC_V_NC_CE:SC_V_NC_CF:SC_V_NC_CG:SC_V_NC_CH:SC_V_NC_CI:SC_V_NC_CJ:SC_V_NC_CK:SC_P_NC_CL:SC_P_NC_CM:SC_P_NC_CN:SC_P_NC_CO:SC_P_NC_CP:SC_P_C_CQ1:SC_P_C_CQ2:SC_P_C_CQ3:SC_P_C_CQ4:SC_P_C_CQ5:SC_P_C_CQ6:SC_P_C_CQ7:SC_P_NC_CR:SC_V_NC_CS:SC_V_NC_CT:SC_V_NC_CU:SC_V_NC_CV
03070015:Public School:Walpole:K,01,02,03,04,05:03070000:Level 2:Level 2:0:79:79:91:66:72:0:0:0:0:0:0:0:0:456:11.4:5.3:12.9:24.3:9.2:3.5:11.4:3.9:77.6:0.0:0.0:3.5:50.9:19.4:74124.0:13347.16:14077.67
03070018:Public School:East Walpole:K,01,02,03,04,05:03070000:Level 1:Level 2:0:50:79:77:66:92:0:0:0:0:0:0:0:0:442:7.7:3.4:9.5:21.3:11.1:2.5:2.9:7.0:85.1:0.7:0.0:1.8:50.9:20.9:74124.0:13347.16:14077.67
03070505:Public School:Walpole:09,10,11,12:03070000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:278:298:286:274:7:1143:6.6:0.8:12.9:19.2:8.3:4.2:3.5:4.5:86.7:0.2:0.0:0.9:48.9:19.1:74124.0:13347.16:14077.67
03080032:Public School:Waltham:K,01,02,03,04,05:03080000:Level 2:Level 3:0:80:80:77:62:54:0:0:0:0:0:0:0:0:432:29.9:10.9:12.5:35.4:20.6:10.9:8.6:16.0:60.2:0.0:0.0:4.4:52.8:18.5:75383.0:18967.44:19940.44
03080065:Public School:Waltham:K,01,02,03,04,05:03080000:Level 3:Level 3:0:77:64:87:80:64:0:0:0:0:0:0:0:0:445:78.9:50.3:10.8:77.1:38.7:4.9:3.4:73.5:16.9:0.0:0.0:1.3:50.3:16.8:75383.0:18967.44:19940.44
03080060:Public School:Waltham:K,01,02,03,04,05:03080000:Level 2:Level 3:0:60:77:73:90:79:0:0:0:0:0:0:0:0:448:35.0:17.0:11.2:41.5:20.5:7.6:5.8:27.5:55.4:0.0:0.0:3.8:46.9:18.6:75383.0:18967.44:19940.44
03080404:Public School:Waltham:06,07,08:03080000:Level 2:Level 3:0:0:0:0:0:0:169:159:177:0:0:0:0:0:505:35.0:13.7:19.2:46.5:27.7:10.9:5.7:28.3:53.5:0.0:0.0:1.6:52.3:14.9:75383.0:18967.44:19940.44
03080415:Public School:Waltham:06,07,08:03080000:Level 2:Level 3:0:0:0:0:0:0:205:191:190:0:0:0:0:0:586:43.5:5.3:23.7:47.4:28.2:8.4:3.1:42.0:43.0:0.0:0.2:3.4:52.4:17.6:75383.0:18967.44:19940.44
03080040:Public School:Waltham:PK,K,01,02,03,04,05:03080000:Level 1:Level 3:100:87:72:73:61:65:0:0:0:0:0:0:0:0:523:38.4:18.0:18.4:48.8:27.7:10.3:8.4:24.5:52.8:0.6:0.0:3.4:52.0:17.1:75383.0:18967.44:19940.44
03080050:Public School:Waltham:K,01,02,03,04,05:03080000:Level 2:Level 3:0:85:70:78:61:75:0:0:0:0:0:0:0:0:439:51.9:32.1:13.0:58.1:35.5:11.8:5.0:38.7:40.8:0.0:0.0:3.6:54.4:17.2:75383.0:18967.44:19940.44
03080001:Public School:Waltham:K:03080000::Level 3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:40:52.5:50.0:5.0:55.0:20.0:2.5:2.5:62.5:30.0:0.0:0.0:2.5:47.5::75383.0:18967.44:19940.44
03080505:Public School:Waltham:09,10,11,12:03080000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:416:403:391:376:0:1586:45.0:15.6:16.8:48.4:26.0:11.6:5.0:38.3:42.2:0.2:0.3:2.3:54.1:17.1:75383.0:18967.44:19940.44
03080005:Public School:Waltham:PK,K,01,02,03,04,05:03080000:Level 2:Level 3:48:74:60:60:69:70:0:0:0:0:0:0:0:0:457:52.3:23.0:23.6:57.5:24.1:7.0:8.1:46.2:37.0:0.0:0.0:1.8:54.9:16.2:75383.0:18967.44:19940.44
03090020:Public School:Ware:PK,K,01,02,03:03090000:Level 1:Level 3:44:90:92:92:0:0:0:0:0:0:0:0:0:0:414:1.4:1.2:16.4:59.2:55.1:1.2:0.5:7.7:84.8:0.0:0.0:5.8:53.4:19.3:61266.0:13467.5:13208.06
03090505:Public School:Ware:07,08,09,10,11,12:03090000:Level 3:Level 3:0:0:0:0:0:0:0:92:102:70:78:65:65:3:475:2.3:0.8:16.6:48.2:40.6:2.5:1.1:8.8:83.8:0.4:0.2:3.2:52.4:18.8:61266.0:13467.5:13208.06
03090305:Public School:Ware:04,05,06:03090000:Level 3:Level 3:0:0:0:0:119:119:99:0:0:0:0:0:0:0:337:3.0:2.1:13.6:52.5:46.6:2.1:0.6:7.1:84.6:0.0:0.3:5.3:48.1:26.7:61266.0:13467.5:13208.06
03100003:Public School:Wareham:K,01,02:03100000:Insufficient data:Level 3:0:215:220:0:0:0:0:0:0:0:0:0:0:0:608:0.5:0.5:19.6:64.3:57.1:6.1:1.0:6.6:73.2:0.8:0.0:12.3:50.7:24.4:68502.0:14305.66:14566.67
03100017:Public School:Wareham:PK,03,04:03100000:Level 2:Level 3:93:0:0:216:198:0:0:0:0:0:0:0:0:0:507:1.4:0.8:31.0:67.5:57.4:7.1:1.2:5.7:75.0:1.2:0.0:9.9:51.7:16.3:68502.0:14305.66:14566.67
03100315:Public School:Wareham:09,10,11,12:03100000:Insufficient data:Level 3:0:0:0:0:0:0:0:0:0:12:12:19:18:0:61:0.0:0.0:27.9:59.0:47.5:9.8:0.0:8.2:72.1:1.6:0.0:8.2:60.7:5.9:68502.0:14305.66:14566.67
03100305:Public School:Wareham:05,06,07,08:03100000:Level 3:Level 3:0:0:0:0:0:190:204:191:182:0:0:0:0:0:767:2.2:0.9:23.9:55.1:45.9:7.2:0.7:6.6:75.9:1.3:0.1:8.2:52.7:17.0:68502.0:14305.66:14566.67
03100505:Public School:Wareham:09,10,11,12:03100000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:171:106:120:112:9:518:1.2:0.4:23.0:53.7:42.9:9.7:1.5:9.8:67.6:0.8:0.2:10.4:51.0:12.0:68502.0:14305.66:14566.67
03140015:Public School:Watertown:PK,K,01,02,03,04,05:03140000:Level 2:Level 2:9:42:53:47:42:52:0:0:0:0:0:0:0:0:296:24.7:10.8:11.5:35.1:21.3:4.4:5.7:15.2:71.6:0.0:0.0:3.0:53.7:19.6:76887.0:18515.43:20134.03
03140020:Public School:Watertown:PK,K,01,02,03,04,05:03140000:Level 2:Level 2:73:90:92:84:92:82:0:0:0:0:0:0:0:0:633:31.3:13.3:19.6:45.3:25.1:3.0:7.7:12.2:70.5:0.3:0.0:6.3:50.9:17.1:76887.0:18515.43:20134.03
03140025:Public School:Watertown:PK,K,01,02,03,04,05:03140000:Level 2:Level 2:18:71:72:64:63:55:0:0:0:0:0:0:0:0:432:28.0:11.6:16.4:41.2:24.5:2.1:8.8:11.3:71.1:0.2:0.0:6.5:52.1:21.4:76887.0:18515.43:20134.03
03140505:Public School:Watertown:09,10,11,12:03140000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:154:172:164:168:4:662:36.3:7.6:21.1:43.4:23.6:3.2:6.5:13.0:73.6:0.8:0.2:2.9:50.2:13.7:76887.0:18515.43:20134.03
03140305:Public School:Watertown:06,07,08:03140000:Level 2:Level 2:0:0:0:0:0:0:194:163:212:0:0:0:0:0:569:33.7:7.7:20.7:41.8:24.6:4.9:9.5:13.7:66.4:0.7:0.2:4.6:50.1:16.7:76887.0:18515.43:20134.03
03150005:Public School:Wayland:K,01,02,03,04,05:03150000:Level 1:Level 2:0:84:82:87:101:95:0:0:0:0:0:0:0:0:539:4.5:2.6:15.8:21.0:4.5:5.9:11.9:4.3:71.6:0.0:0.6:5.8:48.4:22.1:89900.0:16892.74:17652.41
03150015:Public School:Wayland:K,01,02,03,04,05:03150000:Level 2:Level 2:0:57:66:59:73:73:0:0:0:0:0:0:0:0:386:6.5:3.1:17.4:25.1:7.5:7.0:15.8:4.1:66.6:0.0:0.3:6.2:54.1:22.5:89900.0:16892.74:17652.41
03150020:Public School:Wayland:K,01,02,03,04,05:03150000:Insufficient data:Level 2:0:41:42:37:53:48:0:0:0:0:0:0:0:0:257:10.5:8.2:12.1:23.0:4.7:3.9:15.6:3.9:71.6:0.0:0.4:4.7:53.3:21.9:89900.0:16892.74:17652.41
03150505:Public School:Wayland:09,10,11,12:03150000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:214:204:219:191:0:828:8.6:1.4:20.5:24.2:3.6:4.8:15.0:5.4:70.4:0.0:0.1:4.2:53.1:14.9:89900.0:16892.74:17652.41
03150305:Public School:Wayland:06,07,08:03150000:Level 1:Level 2:0:0:0:0:0:0:207:197:232:0:0:0:0:0:636:10.7:0.9:16.7:20.6:4.6:5.2:17.5:3.9:66.5:0.0:0.2:6.8:48.3:15.5:89900.0:16892.74:17652.41
03160505:Public School:Webster:09,10,11,12:03160000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:101:136:113:88:5:443:11.5:5.9:15.8:50.6:40.9:4.3:2.9:14.7:73.1:0.0:0.0:5.0:54.2:15.7:71242.0:13537.92:13976.95
03160015:Public School:Webster:PK,K,01,02,03,04:03160000:Level 3:Level 3:53:163:168:156:156:0:0:0:0:0:0:0:0:0:845:9.0:8.0:20.2:66.7:56.7:3.9:1.3:26.2:62.4:0.2:0.1:5.9:52.9:24.1:71242.0:13537.92:13976.95
03160315:Public School:Webster:05,06,07,08:03160000:Level 3:Level 3:0:0:0:0:0:133:146:153:134:0:0:0:0:0:566:7.4:3.5:19.8:57.1:48.1:5.7:1.9:22.3:63.1:0.2:0.5:6.4:45.9:24.4:71242.0:13537.92:13976.95
03170050:Public School:Wellesley:K,01,02,03,04,05:03170000:Level 1:Level 2:0:22:43:46:38:35:0:0:0:0:0:0:0:0:222:2.3:0.9:21.2:23.9:2.7:2.7:10.4:1.8:82.4:0.0:0.0:2.7:53.6:20.4:90041.0:16915.79:18185.37
03170025:Public School:Wellesley:K,01,02,03,04,05:03170000:Level 1:Level 2:0:40:44:46:40:41:0:0:0:0:0:0:0:0:251:2.0:1.2:12.0:14.3:2.4:4.8:6.0:2.8:76.5:0.0:0.0:10.0:47.8:20.9:90041.0:16915.79:18185.37
03170020:Public School:Wellesley:K,01,02,03,04,05:03170000:Level 1:Level 2:0:53:44:55:58:59:0:0:0:0:0:0:0:0:308:9.4:6.2:11.0:21.1:4.5:3.9:20.8:6.2:63.0:0.0:0.0:6.2:47.4:18.3:90041.0:16915.79:18185.37
03170015:Public School:Wellesley:PK,K,01,02,03,04,05:03170000:Level 1:Level 2:106:44:57:61:57:61:0:0:0:0:0:0:0:0:441:15.0:7.7:13.4:27.9:10.2:4.1:22.7:8.2:58.5:0.0:0.0:6.6:49.9:19.0:90041.0:16915.79:18185.37
03170005:Public School:Wellesley:K,01,02,03,04,05:03170000:Level 1:Level 2:0:61:58:71:68:67:0:0:0:0:0:0:0:0:379:0.5:0.3:10.0:12.4:1.8:3.7:6.3:3.2:80.7:0.0:0.0:6.1:45.1:21.9:90041.0:16915.79:18185.37
03170045:Public School:Wellesley:K,01,02,03,04,05:03170000:Level 1:Level 2:0:58:63:67:67:60:0:0:0:0:0:0:0:0:368:3.3:1.4:11.4:18.5:8.2:5.7:14.7:7.1:66.0:0.0:0.0:6.5:47.6:20.7:90041.0:16915.79:18185.37
03170048:Public School:Wellesley:K,01,02,03,04,05:03170000:Level 2:Level 2:0:65:66:67:65:63:0:0:0:0:0:0:0:0:392:6.6:3.6:13.3:20.9:4.6:3.8:13.3:5.1:66.6:0.0:0.0:11.2:53.6:21.0:90041.0:16915.79:18185.37
03170305:Public School:Wellesley:06,07,08:03170000:Level 2:Level 2:0:0:0:0:0:0:392:350:403:0:0:0:0:0:1145:5.6:1.4:14.9:20.2:5.6:3.3:10.9:4.5:75.1:0.0:0.0:6.1:51.5:17.5:90041.0:16915.79:18185.37
03170505:Public School:Wellesley:09,10,11,12:03170000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:375:383:399:355:0:1512:7.2:0.7:15.5:21.2:6.5:6.1:11.6:4.7:73.5:0.0:0.1:4.0:48.2:16.2:90041.0:16915.79:18185.37
03180005:Public School:Wellfleet:PK,K,01,02,03,04,05:03180000:Level 1:Level 1:12:18:15:9:31:10:0:0:0:0:0:0:0:0:113:2.7:1.8:22.1:40.7:31.0:1.8:0.0:8.0:85.0:0.0:0.0:5.3:47.8:13.4:80134.0:29320.53:26573.17
03220005:Public School:West Boylston:PK,K,01,02,03,04,05:03220000:Level 2:Level 2:26:62:55:68:67:66:0:0:0:0:0:0:0:0:402:6.2:4.2:16.7:32.1:19.2:1.5:1.2:11.4:81.6:0.0:0.0:4.2:51.0:19.1:70796.0:13960.91:14689.13
03220505:Public School:West Boylston:06,07,08,09,10,11,12:03220000:Level 2:Level 2:0:0:0:0:0:0:82:95:84:65:60:66:61:0:513:2.5:1.6:12.7:26.5:17.0:1.6:0.8:9.2:85.0:0.2:0.0:3.3:47.6:14.4:70796.0:13960.91:14689.13
03230305:Public School:West Bridgewater:04,05,06:03230000:Level 2:Level 2:0:0:0:0:92:85:93:0:0:0:0:0:0:0:270:0.0:0.0:8.9:24.8:17.8:3.0:0.4:5.2:88.5:0.4:0.0:2.6:51.1:20.7:66220.0:11117.07:11749.81
03230003:Public School:West Bridgewater:01,02,03:03230000:Level 1:Level 2:0:82:81:94:0:0:0:0:0:0:0:0:0:0:257:1.9:1.9:9.7:24.5:16.7:3.9:1.6:1.9:88.3:0.0:0.4:3.9:47.1:22.1:66220.0:11117.07:11749.81
03230005:Public School:West Bridgewater:PK,K:03230000:Insufficient data:Level 2:59:0:0:0:0:0:0:0:0:0:0:0:0:0:141:3.5:2.1:11.3:28.4:17.7:1.4:2.1:7.1:85.1:0.0:0.0:4.3:53.2:20.2:66220.0:11117.07:11749.81
03230505:Public School:West Bridgewater:07,08,09,10,11,12:03230000:Level 2:Level 2:0:0:0:0:0:0:0:113:105:102:106:94:99:0:619:0.8:0.3:7.9:20.8:14.1:3.1:1.3:2.4:90.8:0.2:0.2:2.1:44.9:17.3:66220.0:11117.07:11749.81
03320515:Public School:West Springfield:09,10,11,12:03320000:Insufficient data:Level 3:0:0:0:0:0:0:0:0:0:0:1:0:13:0:14:21.4:0.0:28.6:71.4:57.1:7.1:0.0:14.3:78.6:0.0:0.0:0.0:78.6:6.3:67340.0:12440.45:13372.42
03320001:Public School:West Springfield:PK:03320000:Insufficient data:Level 3:120:0:0:0:0:0:0:0:0:0:0:0:0:0:120:34.2:2.5:44.2:78.3:57.5:3.3:11.7:18.3:65.0:0.0:0.0:1.7:50.0:16.4:67340.0:12440.45:13372.42
03320005:Public School:West Springfield:K:03320000:Insufficient data:Level 3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:226:16.8:2.7:15.5:53.5:44.2:2.7:2.2:17.7:74.8:0.0:0.0:2.7:53.5:19.8:67340.0:12440.45:13372.42
03320010:Public School:West Springfield:K,01,02,03,04,05:03320000:Level 1:Level 3:0:82:81:107:91:99:0:0:0:0:0:0:0:0:462:13.6:1.1:19.7:41.8:31.2:3.5:4.8:13.2:74.5:0.0:0.2:3.9:55.0:17.6:67340.0:12440.45:13372.42
03320025:Public School:West Springfield:01,02,03,04,05:03320000:Level 1:Level 3:0:44:50:41:63:38:0:0:0:0:0:0:0:0:236:35.2:0.4:14.8:73.3:65.7:5.1:8.9:30.5:50.8:0.0:0.0:4.7:51.7:20.6:67340.0:12440.45:13372.42
03320030:Public School:West Springfield:01,02,03,04,05:03320000:Level 2:Level 3:0:33:30:36:30:34:0:0:0:0:0:0:0:0:163:8.6:0.0:13.5:51.5:42.3:4.3:1.8:16.6:73.0:0.0:0.0:4.3:46.6:12.9:67340.0:12440.45:13372.42
03320007:Public School:West Springfield:K,01,02,03,04,05:03320000:Level 1:Level 3:0:112:108:91:77:66:0:0:0:0:0:0:0:0:515:62.1:48.7:13.8:85.6:67.4:4.9:15.3:16.7:60.8:0.0:0.0:2.3:49.7:16.8:67340.0:12440.45:13372.42
03320040:Public School:West Springfield:01,02,03,04,05:03320000:Level 1:Level 3:0:39:47:42:44:55:0:0:0:0:0:0:0:0:227:7.0:0.9:9.7:29.1:21.1:1.3:2.6:8.4:82.4:0.0:0.0:5.3:48.5:21.9:67340.0:12440.45:13372.42
03320505:Public School:West Springfield:09,10,11,12:03320000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:321:301:300:282:15:1219:28.8:6.7:18.9:48.8:38.5:3.6:6.8:14.4:73.2:0.1:0.1:1.9:52.3:15.3:67340.0:12440.45:13372.42
03320305:Public School:West Springfield:06,07,08:03320000:Level 2:Level 3:0:0:0:0:0:0:316:286:310:0:0:0:0:0:912:29.2:6.7:20.1:52.6:42.3:3.2:6.8:19.0:69.4:0.2:0.0:1.4:52.4:17.3:67340.0:12440.45:13372.42
03210010:Public School:Westborough:K,01,02,03:03210000:Level 1:Level 1:0:79:91:86:0:0:0:0:0:0:0:0:0:0:341:17.6:12.0:16.1:29.6:5.9:1.2:35.2:2.3:57.8:0.6:0.0:2.9:50.7:17.8:78661.0:13568.55:14745.64
03210025:Public School:Westborough:PK,K,01,02,03:03210000:Level 1:Level 1:102:94:95:100:0:0:0:0:0:0:0:0:0:0:486:32.5:26.1:18.3:47.7:13.2:2.1:40.9:11.7:41.8:0.4:0.0:3.1:51.2:20.0:78661.0:13568.55:14745.64
03210005:Public School:Westborough:K,01,02,03:03210000:Level 1:Level 1:0:97:98:94:0:0:0:0:0:0:0:0:0:0:400:32.8:19.5:15.0:40.5:6.3:3.0:41.8:4.0:49.5:0.0:0.0:1.8:50.5:19.4:78661.0:13568.55:14745.64
03210045:Public School:Westborough:04,05,06:03210000:Level 1:Level 1:0:0:0:0:308:302:279:0:0:0:0:0:0:0:889:22.4:8.1:15.9:32.1:7.0:0.7:33.5:5.6:56.7:0.0:0.1:3.4:50.5:22.1:78661.0:13568.55:14745.64
03210305:Public School:Westborough:07,08:03210000:Level 1:Level 1:0:0:0:0:0:0:0:315:321:0:0:0:0:0:636:19.7:3.0:17.5:26.3:8.3:1.3:26.7:6.9:60.4:0.2:0.2:4.4:53.3:15.7:78661.0:13568.55:14745.64
03210505:Public School:Westborough:09,10,11,12:03210000:Level 1:Level 1:0:0:0:0:0:0:0:0:0:266:267:271:245:4:1053:18.3:2.1:10.7:20.0:7.6:2.0:21.2:4.5:70.1:0.0:0.0:2.3:49.3:14.4:78661.0:13568.55:14745.64
03250020:Public School:Westfield:K,01,02,03,04,05:03250000:Level 2:Level 3:0:38:25:38:43:34:0:0:0:0:0:0:0:0:218:3.2:1.4:11.0:52.8:47.2:3.7:6.0:19.3:68.3:0.0:0.0:2.8:48.2:18.4:67184.0:13466.39:13622.87
03250003:Public School:Westfield:PK:03250000:Insufficient data:Level 3:175:0:0:0:0:0:0:0:0:0:0:0:0:0:175:1.1:0.0:42.9:62.9:45.1:0.0:6.9:22.3:68.6:0.0:0.0:2.3:56.6:11.2:67184.0:13466.39:13622.87
03250015:Public School:Westfield:K,01,02,03,04,05:03250000:Level 1:Level 3:0:45:38:45:34:46:0:0:0:0:0:0:0:0:251:7.2:0.8:13.1:68.5:64.1:2.8:2.0:25.9:67.3:0.4:0.4:1.2:49.0:20.4:67184.0:13466.39:13622.87
03250025:Public School:Westfield:K,01,02,03,04,05:03250000:Level 2:Level 3:0:64:72:68:65:74:0:0:0:0:0:0:0:0:396:48.7:37.6:11.4:75.5:62.1:1.5:8.6:14.6:74.2:0.0:0.0:1.0:53.5:17.8:67184.0:13466.39:13622.87
03250033:Public School:Westfield:K,01,02,03,04,05:03250000:Level 3:Level 3:0:62:53:64:72:87:0:0:0:0:0:0:0:0:394:2.8:0.3:18.0:30.5:19.0:3.0:2.3:8.1:83.5:0.0:0.3:2.8:52.5:19.9:67184.0:13466.39:13622.87
03250305:Public School:Westfield:06,07,08:03250000:Level 2:Level 3:0:0:0:0:0:0:203:227:210:0:0:0:0:0:640:3.4:0.3:18.4:38.3:25.9:1.1:1.6:11.1:83.6:0.0:0.3:2.3:50.3:19.6:67184.0:13466.39:13622.87
03250036:Public School:Westfield:K,01,02,03,04,05:03250000:Level 2:Level 3:0:71:74:71:74:74:0:0:0:0:0:0:0:0:433:2.5:1.2:13.4:49.9:43.4:4.2:0.9:21.2:70.4:0.2:0.0:3.0:51.3:18.7:67184.0:13466.39:13622.87
03250055:Public School:Russell:K,01,02,03,04,05:03250000:Level 2:Level 3:0:22:33:44:33:26:0:0:0:0:0:0:0:0:184:2.7:0.0:14.7:35.9:23.4:1.6:0.5:7.6:89.1:0.0:0.0:1.1:52.7:18.2:67184.0:13466.39:13622.87
03250310:Public School:Westfield:06,07,08:03250000:Level 3:Level 3:0:0:0:0:0:0:193:200:197:0:0:0:0:0:590:11.4:5.9:21.5:51.0:37.6:2.5:3.1:15.4:78.3:0.0:0.0:0.7:51.7:17.4:67184.0:13466.39:13622.87
03250040:Public School:Westfield:K,01,02,03,04,05:03250000:Level 2:Level 3:0:68:69:75:72:87:0:0:0:0:0:0:0:0:453:5.5:2.2:16.1:45.7:37.7:0.9:0.9:11.7:82.8:0.2:0.0:3.5:48.8:18.6:67184.0:13466.39:13622.87
03250505:Public School:Westfield:09,10,11,12:03250000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:319:290:322:303:35:1269:5.4:2.5:15.1:35.0:26.6:2.9:3.2:11.1:80.6:0.2:0.2:1.9:45.3:17.3:67184.0:13466.39:13622.87
03250605:Public School:Westfield:09,10,11,12:03250000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:156:139:143:102:0:540:7.6:1.1:28.3:53.7:34.4:2.2:1.9:6.3:88.0:0.2:0.2:1.3:63.9:14.0:67184.0:13466.39:13622.87
03260004:Public School:Westford:03,04,05:03260000:Level 1:Level 1:0:0:0:115:118:123:0:0:0:0:0:0:0:0:356:2.8:1.4:14.6:20.8:6.5:0.3:15.4:0.3:79.8:2.0:0.0:2.2:47.8:19.9:76165.0:12435.21:13117.8
03260310:Public School:Westford:06,07,08:03260000:Level 1:Level 1:0:0:0:0:0:0:191:214:209:0:0:0:0:0:614:16.4:2.0:12.2:18.7:4.7:1.0:28.7:0.3:68.1:0.7:0.2:1.1:50.8:16.9:76165.0:12435.21:13117.8
03260025:Public School:Westford:K,01,02:03260000:Insufficient data:Level 1:0:105:92:0:0:0:0:0:0:0:0:0:0:0:271:15.9:4.4:7.4:16.2:5.2:0.7:26.2:1.5:68.3:0.0:0.0:3.3:48.3:19.2:76165.0:12435.21:13117.8
03260007:Public School:Westford:03,04,05:03260000:Level 1:Level 1:0:0:0:104:124:129:0:0:0:0:0:0:0:0:357:28.0:3.9:14.8:24.1:5.9:1.4:35.0:0.6:59.4:0.0:0.0:3.6:48.5:20.0:76165.0:12435.21:13117.8
03260045:Public School:Westford:03,04,05:03260000:Level 1:Level 1:0:0:0:100:115:121:0:0:0:0:0:0:0:0:336:19.0:3.6:14.9:22.3:5.4:1.2:25.9:2.4:66.1:0.0:0.0:4.5:51.2:21.9:76165.0:12435.21:13117.8
03260013:Public School:Westford:PK:03260000:Insufficient data:Level 1:119:0:0:0:0:0:0:0:0:0:0:0:0:0:119:34.5:0.0:46.2:50.4:9.2:0.8:31.1:2.5:58.8:0.0:0.0:6.7:57.1:13.3:76165.0:12435.21:13117.8
03260015:Public School:Westford:K,01,02:03260000:Insufficient data:Level 1:0:143:128:0:0:0:0:0:0:0:0:0:0:0:361:4.4:2.2:11.6:18.6:6.4:0.6:19.9:1.7:73.4:0.0:0.0:4.4:50.1:17.2:76165.0:12435.21:13117.8
03260055:Public School:Westford:K,01,02:03260000:Insufficient data:Level 1:0:119:121:0:0:0:0:0:0:0:0:0:0:0:335:22.4:7.8:16.4:26.3:6.6:0.9:34.0:2.1:55.8:0.0:0.0:7.2:49.9:18.2:76165.0:12435.21:13117.8
03260330:Public School:Westford:06,07,08:03260000:Level 1:Level 1:0:0:0:0:0:0:251:186:254:0:0:0:0:0:691:12.3:0.6:13.2:16.9:3.9:0.7:23.9:1.3:70.9:0.1:0.0:3.0:52.2:18.6:76165.0:12435.21:13117.8
03260505:Public School:Westford:09,10,11,12:03260000:Level 1:Level 1:0:0:0:0:0:0:0:0:0:430:455:393:398:4:1680:10.1:0.7:9.8:13.3:3.6:0.7:20.5:1.1:74.1:0.0:0.0:3.6:51.0:19.7:76165.0:12435.21:13117.8
03270005:Public School:Westhampton:PK,K,01,02,03,04,05,06:03270000:Level 1:Level 1:14:17:18:17:15:18:17:0:0:0:0:0:0:0:130:1.5:0.8:20.8:30.8:12.3:0.0:0.0:3.8:94.6:0.0:0.0:1.5:50.0:17.9:62763.0:13621.93:14509.29
03300010:Public School:Weston:PK,K,01,02,03:03300000:Level 1:Level 2:21:74:77:57:0:0:0:0:0:0:0:0:0:0:285:9.8:6.3:13.7:23.5:4.9:5.6:13.3:11.9:62.1:0.0:0.0:7.0:48.1:18.3:93953.0:21826.2:22768.35
03300012:Public School:Weston:04,05:03300000:Level 1:Level 2:0:0:0:0:190:157:0:0:0:0:0:0:0:0:347:8.9:3.7:15.0:23.3:4.0:7.8:12.7:5.5:67.4:0.0:0.0:6.6:54.8:20.3:93953.0:21826.2:22768.35
03300505:Public School:Weston:09,10,11,12:03300000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:171:202:146:186:1:706:13.2:3.3:17.0:25.1:5.8:5.9:17.0:4.8:67.1:0.6:0.0:4.5:50.6:12.9:93953.0:21826.2:22768.35
03300305:Public School:Weston:06,07,08:03300000:Level 2:Level 2:0:0:0:0:0:0:165:168:181:0:0:0:0:0:514:10.5:2.7:16.1:23.9:3.5:7.0:15.0:4.7:67.1:0.6:0.0:5.6:50.4:17.6:93953.0:21826.2:22768.35
03300015:Public School:Weston:PK,K,01,02,03:03300000:Level 1:Level 2:21:59:76:75:0:0:0:0:0:0:0:0:0:0:302:7.0:5.3:15.6:25.8:4.6:6.0:14.9:5.3:71.9:0.0:0.3:1.7:50.7:18.5:93953.0:21826.2:22768.35
03310015:Public School:Westport:PK,K,01,02:03310000:Insufficient data:Level 2:45:114:120:0:0:0:0:0:0:0:0:0:0:0:383:2.9:2.3:17.0:39.7:27.2:0.0:0.3:2.3:92.4:0.3:0.0:4.7:53.3:21.0:74575.0:12707.37:13589.85
03310030:Public School:Westport:03,04,05,06:03310000:Level 2:Level 2:0:0:0:111:120:147:113:0:0:0:0:0:0:0:491:1.4:0.6:17.5:35.6:22.6:0.2:0.4:4.1:90.2:0.0:0.0:5.1:54.8:19.3:74575.0:12707.37:13589.85
03310515:Public School:Westport:07,08,09,10,11,12:03310000::Level 2:0:0:0:0:0:0:0:124:138:60:99:69:86:0:576:3.1:0.5:15.3:30.9:20.5:0.7:1.7:3.3:91.0:0.5:0.0:2.8:55.7::74575.0:12707.37:13589.85
03350010:Public School:Westwood:K,01,02,03,04,05:03350000:Level 1:Level 1:0:30:42:31:49:48:0:0:0:0:0:0:0:0:223:6.3:4.5:12.6:20.6:4.9:0.4:10.3:4.9:78.9:0.0:0.0:5.4:56.1:18.5:86074.0:15349.89:15853.36
